Time (s);sFiltered 0;Min frequency band;Max frequency band
1.1000000000e+001;1.1706202217e+000;;
1.1000000000e+001;1.1665696789e+000;;
1.1000000000e+001;1.1625606464e+000;;
1.1000000000e+001;1.1585925474e+000;;
1.1000000000e+001;1.1546648244e+000;;
1.1000000000e+001;1.1507769212e+000;;
1.1000000000e+001;1.1469283046e+000;;
1.1000000000e+001;1.1431184408e+000;;
1.1000000000e+001;1.1393468182e+000;;
1.1000000000e+001;1.1356129276e+000;;
1.1000000000e+001;1.1319162732e+000;;
1.1000000000e+001;1.1282563656e+000;;
1.1000000000e+001;1.1246327332e+000;;
1.1000000000e+001;1.1210448972e+000;;
1.1000000000e+001;1.1174924060e+000;;
1.1000000000e+001;1.1139748055e+000;;
1.1000000000e+001;1.1104916537e+000;;
1.1000000000e+001;1.1070425204e+000;;
1.1000000000e+001;1.1036269757e+000;;
1.1000000000e+001;1.1002446079e+000;;
1.1000000000e+001;1.0968950006e+000;;
1.1000000000e+001;1.0935777553e+000;;
1.1000000000e+001;1.0902924756e+000;;
1.1000000000e+001;1.0870387715e+000;;
1.1000000000e+001;1.0838162707e+000;;
1.1000000000e+001;1.0806245894e+000;;
1.1000000000e+001;1.0774633659e+000;;
1.1000000000e+001;1.0743322399e+000;;
1.1000000000e+001;1.0712308525e+000;;
1.1000000000e+001;1.0681588618e+000;;
1.1000000000e+001;1.0651159229e+000;;
1.1000000000e+001;1.0621017027e+000;;
1.1000000000e+001;1.0591158655e+000;;
1.1000000000e+001;1.0561580918e+000;;
1.1000000000e+001;1.0532280614e+000;;
1.1000000000e+001;1.0503254621e+000;;
1.1000000000e+001;1.0474499842e+000;;
1.1000000000e+001;1.0446013248e+000;;
1.1000000000e+001;1.0417791884e+000;;
1.1000000000e+001;1.0389832798e+000;;
1.1000000000e+001;1.0362133134e+000;;
1.1000000000e+001;1.0334690056e+000;;
1.1000000000e+001;1.0307500775e+000;;
1.1000000000e+001;1.0280562543e+000;;
1.1000000000e+001;1.0253872688e+000;;
1.1000000000e+001;1.0227428569e+000;;
1.1000000000e+001;1.0201227557e+000;;
1.1000000000e+001;1.0175267112e+000;;
1.1000000000e+001;1.0149544679e+000;;
1.1000000000e+001;1.0124057805e+000;;
1.1000000000e+001;1.0098804041e+000;;
1.1000000000e+001;1.0073780960e+000;;
1.1000000000e+001;1.0048986250e+000;;
1.1000000000e+001;1.0024417547e+000;;
1.1000000000e+001;1.0000072560e+000;;
1.1000000000e+001;9.9759490390e-001;;
1.1000000000e+001;9.9520447600e-001;;
1.1000000000e+001;9.9283575460e-001;;
1.1000000000e+001;9.9048852461e-001;;
1.1000000000e+001;9.8816257321e-001;;
1.1000000000e+001;9.8585769176e-001;;
1.1000000000e+001;9.8357367653e-001;;
1.1000000000e+001;9.8131032354e-001;;
1.1000000000e+001;9.7906743311e-001;;
1.1000000000e+001;9.7684481135e-001;;
1.1000000000e+001;9.7464226343e-001;;
1.1000000000e+001;9.7245959908e-001;;
1.1000000000e+001;9.7029663215e-001;;
1.1000000000e+001;9.6815317545e-001;;
1.1000000000e+001;9.6602904930e-001;;
1.1000000000e+001;9.6392407365e-001;;
1.1000000000e+001;9.6183807211e-001;;
1.1000000000e+001;9.5977087079e-001;;
1.1000000000e+001;9.5772229805e-001;;
1.1000000000e+001;9.5569218501e-001;;
1.1000000000e+001;9.5368036625e-001;;
1.1000000000e+001;9.5168667558e-001;;
1.1000000000e+001;9.4971095366e-001;;
1.1000000000e+001;9.4775303990e-001;;
1.1000000000e+001;9.4581277805e-001;;
1.1000000000e+001;9.4389001246e-001;;
1.1000000000e+001;9.4198459179e-001;;
1.1000000000e+001;9.4009636505e-001;;
1.1000000000e+001;9.3822518474e-001;;
1.1000000000e+001;9.3637090399e-001;;
1.1000000000e+001;9.3453337949e-001;;
1.1000000000e+001;9.3271246893e-001;;
1.1000000000e+001;9.3090803355e-001;;
1.1000000000e+001;9.2911993305e-001;;
1.1000000000e+001;9.2734803356e-001;;
1.1000000000e+001;9.2559220061e-001;;
1.1000000000e+001;9.2385230140e-001;;
1.1000000000e+001;9.2212820590e-001;;
1.1000000000e+001;9.2041978595e-001;;
1.1000000000e+001;9.1872691439e-001;;
1.1000000000e+001;9.1704946706e-001;;
1.1000000000e+001;9.1538731950e-001;;
1.1000000000e+001;9.1374035067e-001;;
1.1000000000e+001;9.1210844129e-001;;
1.1000000000e+001;9.1049147178e-001;;
1.1000000000e+001;9.0888932817e-001;;
1.1000000000e+001;9.0730189342e-001;;
1.1000000000e+001;9.0572905444e-001;;
1.1000000000e+001;9.0417069975e-001;;
1.1000000000e+001;9.0262671899e-001;;
1.1000000000e+001;9.0109700351e-001;;
1.1000000000e+001;8.9958144575e-001;;
1.1000000000e+001;8.9807994037e-001;;
1.1000000000e+001;8.9659238242e-001;;
1.1000000000e+001;8.9511866928e-001;;
1.1000000000e+001;8.9365869936e-001;;
1.1000000000e+001;8.9221237260e-001;;
1.1000000000e+001;8.9077959001e-001;;
1.1000000000e+001;8.8936025402e-001;;
1.1000000000e+001;8.8795426864e-001;;
1.1000000000e+001;8.8656153894e-001;;
1.1000000000e+001;8.8518197151e-001;;
1.1000000000e+001;8.8381547368e-001;;
1.1000000000e+001;8.8246195474e-001;;
1.1000000000e+001;8.8112132416e-001;;
1.1000000000e+001;8.7979349456e-001;;
1.1000000000e+001;8.7847837744e-001;;
1.1000000000e+001;8.7717588693e-001;;
1.1000000000e+001;8.7588593786e-001;;
1.1000000000e+001;8.7460844615e-001;;
1.1000000000e+001;8.7334332921e-001;;
1.1000000000e+001;8.7209050525e-001;;
1.1000000000e+001;8.7084989341e-001;;
1.1000000000e+001;8.6962141454e-001;;
1.1000000000e+001;8.6840498990e-001;;
1.1000000000e+001;8.6720054227e-001;;
1.1000000000e+001;8.6600799517e-001;;
1.1000000000e+001;8.6482727325e-001;;
1.1000000000e+001;8.6365830213e-001;;
1.1000000000e+001;8.6250100869e-001;;
1.1000000000e+001;8.6135532016e-001;;
1.1000000000e+001;8.6022116584e-001;;
1.1000000000e+001;8.5909847482e-001;;
1.1000000000e+001;8.5798717778e-001;;
1.1000000000e+001;8.5688720626e-001;;
1.1000000000e+001;8.5579849258e-001;;
1.1000000000e+001;8.5472097010e-001;;
1.1000000000e+001;8.5365457306e-001;;
1.1000000000e+001;8.5259923660e-001;;
1.1000000000e+001;8.5155489669e-001;;
1.1000000000e+001;8.5052149019e-001;;
1.1000000000e+001;8.4949895486e-001;;
1.1000000000e+001;8.4848722921e-001;;
1.1000000000e+001;8.4748625287e-001;;
1.1000000000e+001;8.4649596586e-001;;
1.1000000000e+001;8.4551630933e-001;;
1.1000000000e+001;8.4454722511e-001;;
1.1000000000e+001;8.4358865607e-001;;
1.1000000000e+001;8.4264054544e-001;;
1.1000000000e+001;8.4170283756e-001;;
1.1000000000e+001;8.4077547751e-001;;
1.1000000000e+001;8.3985841094e-001;;
1.1000000000e+001;8.3895158449e-001;;
1.1000000000e+001;8.3805494545e-001;;
1.1000000000e+001;8.3716844178e-001;;
1.1000000000e+001;8.3629202236e-001;;
1.1000000000e+001;8.3542563654e-001;;
1.1000000000e+001;8.3456923458e-001;;
1.1000000000e+001;8.3372276732e-001;;
1.1000000000e+001;8.3288618642e-001;;
1.1000000000e+001;8.3205944414e-001;;
1.1000000000e+001;8.3124249346e-001;;
1.1000000000e+001;8.3043528808e-001;;
1.1000000000e+001;8.2963778216e-001;;
1.1000000000e+001;8.2884993082e-001;;
1.1000000000e+001;8.2807168967e-001;;
1.1000000000e+001;8.2730301501e-001;;
1.1000000000e+001;8.2654386372e-001;;
1.1000000000e+001;8.2579419340e-001;;
1.1000000000e+001;8.2505396223e-001;;
1.1000000000e+001;8.2432312906e-001;;
1.1000000000e+001;8.2360165323e-001;;
1.1000000000e+001;8.2288949489e-001;;
1.1000000000e+001;8.2218661466e-001;;
1.1000000000e+001;8.2149297381e-001;;
1.1000000000e+001;8.2080853414e-001;;
1.1000000000e+001;8.2013325811e-001;;
1.1000000000e+001;8.1946710874e-001;;
1.1000000000e+001;8.1881004964e-001;;
1.1000000000e+001;8.1816204496e-001;;
1.1000000000e+001;8.1752305942e-001;;
1.1000000000e+001;8.1689305834e-001;;
1.1000000000e+001;8.1627200758e-001;;
1.1000000000e+001;8.1565987353e-001;;
1.1000000000e+001;8.1505662315e-001;;
1.1000000000e+001;8.1446222394e-001;;
1.1000000000e+001;8.1387664393e-001;;
1.1000000000e+001;8.1329985172e-001;;
1.1000000000e+001;8.1273181636e-001;;
1.1000000000e+001;8.1217250751e-001;;
1.1000000000e+001;8.1162189530e-001;;
1.1000000000e+001;8.1107995040e-001;;
1.1000000000e+001;8.1054664398e-001;;
1.1000000000e+001;8.1002194772e-001;;
1.1000000000e+001;8.0950583382e-001;;
1.1000000000e+001;8.0899827496e-001;;
1.1000000000e+001;8.0849924432e-001;;
1.1000000000e+001;8.0800871559e-001;;
1.1000000000e+001;8.0752666294e-001;;
1.1000000000e+001;8.0705306101e-001;;
1.1000000000e+001;8.0658788495e-001;;
1.1000000000e+001;8.0613111038e-001;;
1.1000000000e+001;8.0568271339e-001;;
1.1000000000e+001;8.0524267055e-001;;
1.1000000000e+001;8.0481095888e-001;;
1.1000000000e+001;8.0438755590e-001;;
1.1000000000e+001;8.0397243958e-001;;
1.1000000000e+001;8.0356558833e-001;;
1.1000000000e+001;8.0316698105e-001;;
1.1000000000e+001;8.0277659708e-001;;
1.1000000000e+001;8.0239441619e-001;;
1.1000000000e+001;8.0202041865e-001;;
1.1000000000e+001;8.0165458514e-001;;
1.1000000000e+001;8.0129689678e-001;;
1.1000000000e+001;8.0094733517e-001;;
1.1000000000e+001;8.0060588230e-001;;
1.1000000000e+001;8.0027252063e-001;;
1.1000000000e+001;7.9994723305e-001;;
1.1000000000e+001;7.9963000288e-001;;
1.1000000000e+001;7.9932081386e-001;;
1.1000000000e+001;7.9901965017e-001;;
1.1000000000e+001;7.9872649641e-001;;
1.1000000000e+001;7.9844133762e-001;;
1.1000000000e+001;7.9816415924e-001;;
1.1000000000e+001;7.9789494714e-001;;
1.1000000000e+001;7.9763368761e-001;;
1.1000000000e+001;7.9738036736e-001;;
1.1000000000e+001;7.9713497350e-001;;
1.1000000000e+001;7.9689749356e-001;;
1.1000000000e+001;7.9666791550e-001;;
1.1000000000e+001;7.9644622766e-001;;
1.1000000000e+001;7.9623241881e-001;;
1.1000000000e+001;7.9602647812e-001;;
1.1000000000e+001;7.9582839516e-001;;
1.1000000000e+001;7.9563815992e-001;;
1.1000000000e+001;7.9545576278e-001;;
1.1000000000e+001;7.9528119452e-001;;
1.1000000000e+001;7.9511444633e-001;;
1.1000000000e+001;7.9495550980e-001;;
1.1000000000e+001;7.9480437691e-001;;
1.1000000000e+001;7.9466104004e-001;;
1.1000000000e+001;7.9452549197e-001;;
1.1000000000e+001;7.9439772587e-001;;
1.1000000000e+001;7.9427773532e-001;;
1.1000000000e+001;7.9416551427e-001;;
1.1000000000e+001;7.9406105708e-001;;
1.1000000000e+001;7.9396435850e-001;;
1.1000000000e+001;7.9387541366e-001;;
1.1000000000e+001;7.9379421810e-001;;
1.1000000000e+001;7.9372076774e-001;;
1.1000000000e+001;7.9365505889e-001;;
1.1000000000e+001;7.9359708825e-001;;
1.1000000000e+001;7.9354685291e-001;;
1.1000000000e+001;7.9350435035e-001;;
1.1000000000e+001;7.9346957843e-001;;
1.1000000000e+001;7.9344253542e-001;;
1.1000000000e+001;7.9342321995e-001;;
1.1000000000e+001;7.9341163106e-001;;
1.1000000000e+001;7.9340776816e-001;;
1.1500000000e+001;4.7245071688e+000;;
1.1500000000e+001;4.6926966849e+000;;
1.1500000000e+001;4.5977100875e+000;;
1.1500000000e+001;4.3085663570e+000;;
1.1500000000e+001;7.1500785142e+000;;
1.1500000000e+001;4.7900813801e+000;;
1.1500000000e+001;6.7416798690e+000;;
1.1500000000e+001;3.5486560713e+000;;
1.1500000000e+001;4.8736228363e+001;;
1.1500000000e+001;6.6841797164e+001;;
1.1500000000e+001;4.7130314874e+001;;
1.1500000000e+001;8.8502053863e+001;;
1.1500000000e+001;2.9439813113e+002;;
1.1500000000e+001;9.0726500159e+001;;
1.1500000000e+001;9.4701376860e+001;;
1.1500000000e+001;1.9141238250e+002;;
1.1500000000e+001;3.3436077717e+002;;
1.1500000000e+001;9.1915670609e+001;;
1.1500000000e+001;8.5928441466e+001;;
1.1500000000e+001;2.0217911344e+002;;
1.1500000000e+001;2.9266127688e+002;;
1.1500000000e+001;1.4571619764e+002;;
1.1500000000e+001;7.6042056531e+001;;
1.1500000000e+001;1.9877438139e+002;;
1.1500000000e+001;2.1842393073e+002;;
1.1500000000e+001;8.1020258545e+001;;
1.1500000000e+001;5.2532802407e+001;;
1.1500000000e+001;3.9945981595e+001;;
1.1500000000e+001;3.2743582256e+001;;
1.1500000000e+001;2.8033847645e+001;;
1.1500000000e+001;2.4694760661e+001;;
1.1500000000e+001;2.2197553676e+001;;
1.1500000000e+001;2.0259647719e+001;;
1.1500000000e+001;1.8716476959e+001;;
1.1500000000e+001;1.7466599835e+001;;
1.1500000000e+001;1.6445826567e+001;;
1.1500000000e+001;1.5614739496e+001;;
1.1500000000e+001;1.4953949082e+001;;
1.1500000000e+001;1.4466630296e+001;;
1.1500000000e+001;1.4194673739e+001;;
1.1500000000e+001;1.4277454893e+001;;
1.1500000000e+001;1.5204502897e+001;;
1.1500000000e+001;1.9542880566e+001;;
1.1500000000e+001;1.0078681262e+002;;
1.1500000000e+001;2.0163340074e+001;;
1.1500000000e+001;1.2452448827e+001;;
1.1500000000e+001;1.0900606257e+001;;
1.1500000000e+001;1.0313089989e+001;;
1.1500000000e+001;1.0005937162e+001;;
1.1500000000e+001;9.8192921008e+000;;
1.1500000000e+001;9.7039007010e+000;;
1.1500000000e+001;9.6429984355e+000;;
1.1500000000e+001;9.6322481743e+000;;
1.1500000000e+001;9.6737246408e+000;;
1.1500000000e+001;9.7743052375e+000;;
1.1500000000e+001;9.9460377920e+000;;
1.1500000000e+001;1.0208008513e+001;;
1.1500000000e+001;1.0590275699e+001;;
1.1500000000e+001;1.1141609342e+001;;
1.1500000000e+001;1.1945519378e+001;;
1.1500000000e+001;1.3156661351e+001;;
1.1500000000e+001;1.5095666183e+001;;
1.1500000000e+001;1.8551383526e+001;;
1.1500000000e+001;2.6122884578e+001;;
1.1500000000e+001;5.4380813631e+001;;
1.1500000000e+001;1.3926065957e+002;;
1.1500000000e+001;2.4680310566e+001;;
1.1500000000e+001;1.1785183636e+001;;
1.1500000000e+001;6.8761212357e+000;;
1.1500000000e+001;4.3229677670e+000;;
1.1500000000e+001;2.7824952161e+000;;
1.1500000000e+001;1.7747276963e+000;;
1.1500000000e+001;1.0959470483e+000;;
1.1500000000e+001;6.7630283976e-001;;
1.1500000000e+001;5.4609636853e-001;;
1.1500000000e+001;6.6418189719e-001;;
1.1500000000e+001;8.7188449684e-001;;
1.1500000000e+001;1.1015764836e+000;;
1.1500000000e+001;1.3483202808e+000;;
1.1500000000e+001;1.6289912149e+000;;
1.1500000000e+001;1.9754245915e+000;;
1.1500000000e+001;2.4417214050e+000;;
1.1500000000e+001;3.1277864496e+000;;
1.1500000000e+001;4.2474175002e+000;;
1.1500000000e+001;6.3732466558e+000;;
1.1500000000e+001;1.1791913805e+001;;
1.1500000000e+001;5.0832997931e+001;;
1.1500000000e+001;2.6060315180e+001;;
1.1500000000e+001;1.1153652189e+001;;
1.1500000000e+001;7.4166663874e+000;;
1.1500000000e+001;5.7232173652e+000;;
1.1500000000e+001;4.7565626483e+000;;
1.1500000000e+001;4.1280758794e+000;;
1.1500000000e+001;3.6818957113e+000;;
1.1500000000e+001;3.3431571379e+000;;
1.1500000000e+001;3.0711392694e+000;;
1.1500000000e+001;2.8414160305e+000;;
1.1500000000e+001;2.6379593148e+000;;
1.1500000000e+001;2.4492130718e+000;;
1.1500000000e+001;2.2659039394e+000;;
1.1500000000e+001;2.0797275528e+000;;
1.1500000000e+001;1.8827271820e+000;;
1.1500000000e+001;1.6683638098e+000;;
1.1500000000e+001;1.4401580478e+000;;
1.1500000000e+001;1.2589853086e+000;;
1.1500000000e+001;1.4318371047e+000;;
1.1500000000e+001;2.7419099942e+000;;
1.1500000000e+001;8.0011536334e+000;;
1.1500000000e+001;1.0322033760e+002;;
1.1500000000e+001;1.0996664359e+001;;
1.1500000000e+001;6.9081776392e+000;;
1.1500000000e+001;5.4597683730e+000;;
1.1500000000e+001;4.7140305204e+000;;
1.1500000000e+001;4.2566171214e+000;;
1.1500000000e+001;3.9457994217e+000;;
1.1500000000e+001;3.7200974698e+000;;
1.1500000000e+001;3.5486526143e+000;;
1.1500000000e+001;3.4144056420e+000;;
1.1500000000e+001;3.3073235027e+000;;
1.1500000000e+001;3.2213400958e+000;;
1.1500000000e+001;3.1528930430e+000;;
1.1500000000e+001;3.1002586110e+000;;
1.1500000000e+001;3.0634084566e+000;;
1.1500000000e+001;3.0443978253e+000;;
1.1500000000e+001;3.0486698585e+000;;
1.1500000000e+001;3.0885760136e+000;;
1.1500000000e+001;3.1937251596e+000;;
1.1500000000e+001;3.4486231118e+000;;
1.1500000000e+001;4.1939719119e+000;;
1.1500000000e+001;8.8333485664e+000;;
1.1500000000e+001;6.5831406192e+000;;
1.1500000000e+001;2.6521032441e+000;;
1.1500000000e+001;2.2481572843e+000;;
1.1500000000e+001;2.1681000010e+000;;
1.1500000000e+001;2.1444595196e+000;;
1.1500000000e+001;2.1326477597e+000;;
1.1500000000e+001;2.1228073956e+000;;
1.1500000000e+001;2.1125522082e+000;;
1.1500000000e+001;2.1014110474e+000;;
1.1500000000e+001;2.0894321467e+000;;
1.1500000000e+001;2.0767872663e+000;;
1.1500000000e+001;2.0636549670e+000;;
1.1500000000e+001;2.0501889332e+000;;
1.1500000000e+001;2.0365128486e+000;;
1.1500000000e+001;2.0227235264e+000;;
1.1500000000e+001;2.0088954616e+000;;
1.1500000000e+001;1.9950861902e+000;;
1.1500000000e+001;1.9813391778e+000;;
1.1500000000e+001;1.9676875418e+000;;
1.1500000000e+001;1.9541562254e+000;;
1.1500000000e+001;1.9407638519e+000;;
1.1500000000e+001;1.9275241641e+000;;
1.1500000000e+001;1.9144469923e+000;;
1.1500000000e+001;1.9015395107e+000;;
1.1500000000e+001;1.8888062033e+000;;
1.1500000000e+001;1.8762499685e+000;;
1.1500000000e+001;1.8638721666e+000;;
1.1500000000e+001;1.8516733073e+000;;
1.1500000000e+001;1.8396526842e+000;;
1.1500000000e+001;1.8278091583e+000;;
1.1500000000e+001;1.8161409756e+000;;
1.1500000000e+001;1.8046461851e+000;;
1.1500000000e+001;1.7933221844e+000;;
1.1500000000e+001;1.7821664277e+000;;
1.1500000000e+001;1.7711760674e+000;;
1.1500000000e+001;1.7603483465e+000;;
1.1500000000e+001;1.7496801369e+000;;
1.1500000000e+001;1.7391684945e+000;;
1.1500000000e+001;1.7288103134e+000;;
1.1500000000e+001;1.7186027124e+000;;
1.1500000000e+001;1.7085425176e+000;;
1.1500000000e+001;1.6986267762e+000;;
1.1500000000e+001;1.6888526420e+000;;
1.1500000000e+001;1.6792170244e+000;;
1.1500000000e+001;1.6697172546e+000;;
1.1500000000e+001;1.6603504308e+000;;
1.1500000000e+001;1.6511138769e+000;;
1.1500000000e+001;1.6420048654e+000;;
1.1500000000e+001;1.6330208444e+000;;
1.1500000000e+001;1.6241592440e+000;;
1.1500000000e+001;1.6154175101e+000;;
1.1500000000e+001;1.6067933409e+000;;
1.1500000000e+001;1.5982843091e+000;;
1.1500000000e+001;1.5898881093e+000;;
1.1500000000e+001;1.5816025203e+000;;
1.1500000000e+001;1.5734253482e+000;;
1.1500000000e+001;1.5653544381e+000;;
1.1500000000e+001;1.5573877650e+000;;
1.1500000000e+001;1.5495233388e+000;;
1.1500000000e+001;1.5417591478e+000;;
1.1500000000e+001;1.5340932891e+000;;
1.1500000000e+001;1.5265239291e+000;;
1.1500000000e+001;1.5190492510e+000;;
1.1500000000e+001;1.5116674921e+000;;
1.1500000000e+001;1.5043769545e+000;;
1.1500000000e+001;1.4971759448e+000;;
1.1500000000e+001;1.4900628802e+000;;
1.1500000000e+001;1.4830361000e+000;;
1.1500000000e+001;1.4760941225e+000;;
1.1500000000e+001;1.4692354179e+000;;
1.1500000000e+001;1.4624585529e+000;;
1.1500000000e+001;1.4557620385e+000;;
1.1500000000e+001;1.4491445394e+000;;
1.1500000000e+001;1.4426046802e+000;;
1.1500000000e+001;1.4361411100e+000;;
1.1500000000e+001;1.4297526051e+000;;
1.1500000000e+001;1.4234378185e+000;;
1.1500000000e+001;1.4171955691e+000;;
1.1500000000e+001;1.4110246594e+000;;
1.1500000000e+001;1.4049238929e+000;;
1.1500000000e+001;1.3988921391e+000;;
1.1500000000e+001;1.3929282822e+000;;
1.1500000000e+001;1.3870312252e+000;;
1.1500000000e+001;1.3811999168e+000;;
1.1500000000e+001;1.3754332932e+000;;
1.1500000000e+001;1.3697303512e+000;;
1.1500000000e+001;1.3640901118e+000;;
1.1500000000e+001;1.3585115725e+000;;
1.1500000000e+001;1.3529937954e+000;;
1.1500000000e+001;1.3475358467e+000;;
1.1500000000e+001;1.3421368553e+000;;
1.1500000000e+001;1.3367958573e+000;;
1.1500000000e+001;1.3315120512e+000;;
1.1500000000e+001;1.3262845603e+000;;
1.1500000000e+001;1.3211125532e+000;;
1.1500000000e+001;1.3159952149e+000;;
1.1500000000e+001;1.3109317554e+000;;
1.1500000000e+001;1.3059213895e+000;;
1.1500000000e+001;1.3009633475e+000;;
1.1500000000e+001;1.2960568820e+000;;
1.1500000000e+001;1.2912012831e+000;;
1.1500000000e+001;1.2863958055e+000;;
1.1500000000e+001;1.2816397578e+000;;
1.1500000000e+001;1.2769324420e+000;;
1.1500000000e+001;1.2722732001e+000;;
1.1500000000e+001;1.2676613564e+000;;
1.1500000000e+001;1.2630962616e+000;;
1.1500000000e+001;1.2585772968e+000;;
1.1500000000e+001;1.2541038226e+000;;
1.1500000000e+001;1.2496752298e+000;;
1.1500000000e+001;1.2452909242e+000;;
1.1500000000e+001;1.2409503156e+000;;
1.1500000000e+001;1.2366528277e+000;;
1.1500000000e+001;1.2323978974e+000;;
1.1500000000e+001;1.2281849646e+000;;
1.1500000000e+001;1.2240134890e+000;;
1.1500000000e+001;1.2198829399e+000;;
1.1500000000e+001;1.2157927903e+000;;
1.1500000000e+001;1.2117425141e+000;;
1.1500000000e+001;1.2077316314e+000;;
1.1500000000e+001;1.2037596283e+000;;
1.1500000000e+001;1.1998260177e+000;;
1.1500000000e+001;1.1959303322e+000;;
1.1500000000e+001;1.1920720934e+000;;
1.1500000000e+001;1.1882508458e+000;;
1.1500000000e+001;1.1844661339e+000;;
1.1500000000e+001;1.1807175120e+000;;
1.1500000000e+001;1.1770045482e+000;;
1.1500000000e+001;1.1733268113e+000;;
1.1500000000e+001;1.1696838791e+000;;
1.1500000000e+001;1.1660753363e+000;;
1.1500000000e+001;1.1625007769e+000;;
1.1500000000e+001;1.1589598011e+000;;
1.1500000000e+001;1.1554520165e+000;;
1.1500000000e+001;1.1519770358e+000;;
1.1500000000e+001;1.1485344750e+000;;
1.1500000000e+001;1.1451239690e+000;;
1.1500000000e+001;1.1417451450e+000;;
1.1500000000e+001;1.1383976450e+000;;
1.1500000000e+001;1.1350811121e+000;;
1.1500000000e+001;1.1317951949e+000;;
1.1500000000e+001;1.1285395512e+000;;
1.1500000000e+001;1.1253138455e+000;;
1.1500000000e+001;1.1221177476e+000;;
1.1500000000e+001;1.1189509246e+000;;
1.1500000000e+001;1.1158130587e+000;;
1.1500000000e+001;1.1127038330e+000;;
1.1500000000e+001;1.1096229325e+000;;
1.1500000000e+001;1.1065700578e+000;;
1.1500000000e+001;1.1035449047e+000;;
1.1500000000e+001;1.1005471758e+000;;
1.1500000000e+001;1.0975765783e+000;;
1.1500000000e+001;1.0946328278e+000;;
1.1500000000e+001;1.0917156396e+000;;
1.1500000000e+001;1.0888247367e+000;;
1.1500000000e+001;1.0859598437e+000;;
1.1500000000e+001;1.0831206923e+000;;
1.1500000000e+001;1.0803070153e+000;;
1.1500000000e+001;1.0775185528e+000;;
1.1500000000e+001;1.0747550461e+000;;
1.1500000000e+001;1.0720162426e+000;;
1.1500000000e+001;1.0693018933e+000;;
1.1500000000e+001;1.0666117494e+000;;
1.1500000000e+001;1.0639455721e+000;;
1.1500000000e+001;1.0613031220e+000;;
1.1500000000e+001;1.0586841634e+000;;
1.1500000000e+001;1.0560884667e+000;;
1.1500000000e+001;1.0535158013e+000;;
1.1500000000e+001;1.0509659445e+000;;
1.1500000000e+001;1.0484386752e+000;;
1.1500000000e+001;1.0459337730e+000;;
1.1500000000e+001;1.0434510271e+000;;
1.1500000000e+001;1.0409902236e+000;;
1.1500000000e+001;1.0385511544e+000;;
1.1500000000e+001;1.0361336136e+000;;
1.1500000000e+001;1.0337374001e+000;;
1.1500000000e+001;1.0313623132e+000;;
1.1500000000e+001;1.0290081569e+000;;
1.1500000000e+001;1.0266747365e+000;;
1.1500000000e+001;1.0243618613e+000;;
1.1500000000e+001;1.0220693437e+000;;
1.1500000000e+001;1.0197969985e+000;;
1.1500000000e+001;1.0175446408e+000;;
1.1500000000e+001;1.0153120930e+000;;
1.1500000000e+001;1.0130991750e+000;;
1.1500000000e+001;1.0109057125e+000;;
1.1500000000e+001;1.0087315332e+000;;
1.1500000000e+001;1.0065764648e+000;;
1.1500000000e+001;1.0044403416e+000;;
1.1500000000e+001;1.0023229967e+000;;
1.1500000000e+001;1.0002242670e+000;;
1.1500000000e+001;9.9814399157e-001;;
1.1500000000e+001;9.9608201173e-001;;
1.1500000000e+001;9.9403817043e-001;;
1.1500000000e+001;9.9201231435e-001;;
1.1500000000e+001;9.9000428917e-001;;
1.1500000000e+001;9.8801394590e-001;;
1.1500000000e+001;9.8604113644e-001;;
1.1500000000e+001;9.8408571513e-001;;
1.1500000000e+001;9.8214753605e-001;;
1.1500000000e+001;9.8022645854e-001;;
1.1500000000e+001;9.7832234194e-001;;
1.1500000000e+001;9.7643504787e-001;;
1.1500000000e+001;9.7456443996e-001;;
1.1500000000e+001;9.7271038318e-001;;
1.1500000000e+001;9.7087274534e-001;;
1.1500000000e+001;9.6905139548e-001;;
1.1500000000e+001;9.6724620334e-001;;
1.1500000000e+001;9.6545704208e-001;;
1.1500000000e+001;9.6368378576e-001;;
1.1500000000e+001;9.6192631045e-001;;
1.1500000000e+001;9.6018449297e-001;;
1.1500000000e+001;9.5845821351e-001;;
1.1500000000e+001;9.5674735229e-001;;
1.1500000000e+001;9.5505179232e-001;;
1.1500000000e+001;9.5337141584e-001;;
1.1500000000e+001;9.5170610985e-001;;
1.1500000000e+001;9.5005576052e-001;;
1.1500000000e+001;9.4842025580e-001;;
1.1500000000e+001;9.4679948799e-001;;
1.1500000000e+001;9.4519334610e-001;;
1.1500000000e+001;9.4360172362e-001;;
1.1500000000e+001;9.4202451515e-001;;
1.1500000000e+001;9.4046161559e-001;;
1.1500000000e+001;9.3891292229e-001;;
1.1500000000e+001;9.3737833378e-001;;
1.1500000000e+001;9.3585774964e-001;;
1.1500000000e+001;9.3435107032e-001;;
1.1500000000e+001;9.3285819867e-001;;
1.1500000000e+001;9.3137903797e-001;;
1.1500000000e+001;9.2991349320e-001;;
1.1500000000e+001;9.2846147011e-001;;
1.1500000000e+001;9.2702287619e-001;;
1.1500000000e+001;9.2559761984e-001;;
1.1500000000e+001;9.2418561076e-001;;
1.1500000000e+001;9.2278675976e-001;;
1.1500000000e+001;9.2140097890e-001;;
1.1500000000e+001;9.2002818130e-001;;
1.1500000000e+001;9.1866828069e-001;;
1.1500000000e+001;9.1732119379e-001;;
1.1500000000e+001;9.1598683602e-001;;
